企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
沖縄日立ネットワークシステムズ株式会社,3360001002469,,,,中宗 義昭,info@ohns.co.jp,0.4,,,https://www.ohns.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001002469,人事部 ご採用ご担当者様,■ソフトウェア開発 大規模システムからWebシステムまで、お客様に最適な ソリューションをご提供します。 ・ビジネ,沖縄県那覇市おもろまち１丁目３番３１号那覇新都心メディアビル,237,,1999,2026-06-15T17:07:39.001Z
株式会社大米建設,3360001005876,,,,下地 辰倫,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001005876,人事部 ご採用ご担当者様,,沖縄県那覇市高良３丁目１番地１,300,,2006,2026-06-15T17:07:39.009Z
ホシザキ沖縄株式会社,3360001001909,,,,稲嶺 満之,info@hoshizaki-okinawa.co.jp,0.4,,,http://www.hoshizaki-okinawa.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001001909,人事部 ご採用ご担当者様,厨房機器販売及びメンテナンス,沖縄県那覇市泊３丁目３番１３号,195,,1988,2026-06-15T17:07:39.013Z
中部興産株式会社,3360001007344,,,,新垣 貴雪,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001007344,人事部 ご採用ご担当者様,不動産業,沖縄県沖縄市仲宗根町２４番９号,127,,1988,2026-06-15T17:07:39.014Z
株式会社宣伝,3360001008895,,,,安里 繁信,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001008895,人事部 ご採用ご担当者様,広告業,沖縄県浦添市勢理客４丁目１５番１５号,73,,1996,2026-06-15T17:07:39.038Z
沖縄ＪＴＢ株式会社,1360001001076,,,,濱口 剛,,0,,,https://jtb-okinawa.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1360001001076,人事部 ご採用ご担当者様,・旅行業・地域活性化事業 ・沖縄県観光情報を中心とした広告のプロモーションビジネス ・観光産業への人材派遣および紹介業,沖縄県那覇市旭町１１２番地１,160,,1988,2026-06-15T17:07:39.094Z
丸正印刷株式会社,3360001005109,,,,与那覇 正明,info@marumasa.or.jp,0.4,,,https://www.marumasa.or.jp/aboutus/publication/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001005109,人事部 ご採用ご担当者様,印刷事業,沖縄県中頭郡西原町字小那覇１２１５番地,186,,1983,2026-06-15T17:07:39.107Z
琉球警備保障株式会社,3360001009290,,,,仲井間 淳一,info@ryukei.okinawa,0.4,,,http://www.ryukei.okinawa/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3360001009290,人事部 ご採用ご担当者様,警備業,沖縄県浦添市前田１丁目５４番２号ＲＹＵＫＥＩビル,340,,1974,2026-06-15T17:07:39.138Z
新栄ビルサービス株式会社,1080401002157,,,,新居 康一,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1080401002157,人事部 ご採用ご担当者様,ビルメンテナンス業,静岡県浜松市中央区西丘町８３０番地,114,,1978,2026-06-15T17:07:41.001Z
中部ビル保善株式会社,1080401003163,,,,石井 宏司,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1080401003163,人事部 ご採用ご担当者様,,静岡県浜松市中央区常盤町１３２番地の１８,430,,1972,2026-06-15T17:07:41.009Z
株式会社ステージ・ループ,1080401002586,,,,今田 晴義,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1080401002586,人事部 ご採用ご担当者様,"舞台・テレビ・催事・映像等の照明.音響.舞台美術に関する制作,管理,操作等",静岡県浜松市中央区中島１丁目３５番１６号,63,,1982,2026-06-15T17:07:41.026Z
鈴覚株式会社,1080401002537,,,,鈴木 格徳,info@suzukaku.co.jp,0.4,,,http://suzukaku.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1080401002537,人事部 ご採用ご担当者様,・鋼板・形鋼・鋼管・丸棒・非鉄金属・建材などの販売 ・部品加工 ・梱包資材加工 ・素材加工,静岡県浜松市中央区大柳町７２７番地,133,,1982,2026-06-15T17:07:41.027Z
株式会社システック,1080401002223,,,,梶村 一成,info@systec.co.jp,0.4,,,http://www.systec.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1080401002223,人事部 ご採用ご担当者様,"1.エンジニアリングサービス事業 ・技術者特定派遣/有料職業紹介 (S/W設計,H/W設計,構造設計,FPGAソリ",静岡県浜松市浜名区新都田１丁目９番９号,234,,1964,2026-06-15T17:07:41.027Z
中村建設株式会社,1080401003733,,,,中村 仁志,info@nakaken.co.jp,0.4,,,http://www.nakaken.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1080401003733,人事部 ご採用ご担当者様,土木・建築・設備工事の企画・設計・施工他,静岡県浜松市中央区中沢町７１番２３号,214,,1955,2026-06-15T17:07:41.036Z
エネジン株式会社,1080401009763,,,,藤田 源右衛門,info@enegene.co.jp,0.4,,,https://www.enegene.co.jp/sp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1080401009763,人事部 ご採用ご担当者様,ＬＰガス販売,静岡県浜松市中央区高林５丁目６番３１号,229,,2004,2026-06-15T17:07:41.076Z
中部印刷株式会社,1080401003139,,,,齋藤 尚是,info@chu-bu.co.jp,0.4,,,https://www.chu-bu.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1080401003139,人事部 ご採用ご担当者様,印刷業,静岡県浜松市中央区東若林町１５１６番地の２,196,,1953,2026-06-15T17:07:41.094Z
株式会社ＲＯＫＩ,1080401018715,,,,島田 貴也,info@roki-jp.com,0.4,,,http://www.roki-jp.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1080401018715,人事部 ご採用ご担当者様,自動車用ろ過機器の開発および製造 空気清浄機・浄水器の開発・製造・販売 燃料電池関連システムの開発 コジェネフィルター・,静岡県浜松市天竜区二俣町二俣２３９６番地,245,,2012,2026-06-15T17:07:41.134Z
株式会社インタラック関西東海,1080401020976,,,,三室 明弘,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1080401020976,人事部 ご採用ご担当者様,,静岡県浜松市中央区伝馬町３１１番地の１４,610,,2015,2026-06-15T17:07:41.138Z
静岡エアコミュータ株式会社,2080001002614,,,,杉山 博敏,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001002614,人事部 ご採用ご担当者様,,静岡県静岡市葵区栄町１番地の３,100,,1991,2026-06-15T17:07:41.180Z
株式会社静岡セイコー,2080001002738,,,,櫻井 貴彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001002738,人事部 ご採用ご担当者様,,静岡県静岡市駿河区みずほ２丁目１８番地の１５,134,,1968,2026-06-15T17:07:41.185Z
株式会社静岡日立,2080001002944,,,,幾永 一朗,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001002944,人事部 ご採用ご担当者様,,静岡県静岡市駿河区聖一色８４番地の１,208,,1976,2026-06-15T17:07:41.208Z
株式会社セリオ,2080001002556,,,,亀井 雅彦,info@shizubikyo.or.jp,0.4,,,http://www.shizubikyo.or.jp/serio/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001002556,人事部 ご採用ご担当者様,総合ビルメンテナンス業,静岡県静岡市葵区追手町９番２２号,194,,1966,2026-06-15T17:07:41.208Z
トヨタユナイテッド静岡株式会社,2080001002886,,,,桝谷 安城,info@toyota-unitedshizuoka.co.jp,0.4,,,https://toyota-unitedshizuoka.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001002886,人事部 ご採用ご担当者様,自動車の販売・修理,静岡県静岡市葵区長沼６１１番地,1400,,1956,2026-06-15T17:07:41.214Z
株式会社富士ロジテックホールディングス,2080001004503,,,,鈴木 庸介,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001004503,人事部 ご採用ご担当者様,,静岡県静岡市清水区清開２丁目２番１２号,686,,1918,2026-06-15T17:07:41.234Z
静岡ビル保善株式会社,2080001002960,,,,石井 宏司,info@builhozen.co.jp,0.4,,,http://www.builhozen.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001002960,人事部 ご採用ご担当者様,ビルメンテナンス業,静岡県静岡市葵区鷹匠２丁目２３番９号,760,,1966,2026-06-15T17:07:41.235Z
株式会社メンテックカンザイ,2080001005245,,,,大滝 郁子,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001005245,人事部 ご採用ご担当者様,ビルメンテナンス業,静岡県静岡市駿河区南町１８番１号サウスポット静岡４階,1800,,1967,2026-06-15T17:07:41.251Z
静岡ガスエネルギー株式会社,2080001006219,,,,伊藤 晴生,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001006219,人事部 ご採用ご担当者様,ＬＰガス販売,静岡県静岡市駿河区池田５０番地の５,168,,1961,2026-06-15T17:07:41.267Z
株式会社兼子,2080001006020,,,,兼子 卓三,info@k-kaneko.com,0.4,,,http://www.k-kaneko.com,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001006020,人事部 ご採用ご担当者様,再生資源卸売業,静岡県静岡市清水区興津中町９９０番地,330,,1981,2026-06-15T17:07:41.277Z
星光社印刷株式会社,2080001002424,,,,白谷 雄一,info@spdigital.net,0.4,,,http://www.spdigital.net,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001002424,人事部 ご採用ご担当者様,総合印刷業 ・商業印刷 ・特殊印刷 ・企画制作 ・デジタルコミュニケーション,静岡県静岡市駿河区豊田３丁目６番１２号,160,,1947,2026-06-15T17:07:41.287Z
株式会社総合美装ワタナベ,2080001008537,,,,渡邉 孝雅,info@sb-watanabe.jp,0.4,,,https://sb-watanabe.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001008537,人事部 ご採用ご担当者様,産業廃棄物の収集運搬業,静岡県静岡市清水区長崎２０３番地の１,53,,1978,2026-06-15T17:07:41.320Z
株式会社ユニテック,2080001005526,,,,兼城 毅,info@unitec.jp,0.4,,,http://www.unitec.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001005526,人事部 ご採用ご担当者様,受託ソフトウェア開発、クラウドサービス提供、パッケージソフトウェア開発、システム導入コンサルティング、保守・教育、コンテ,静岡県静岡市葵区瀬名１丁目１８番３３号,92,,1981,2026-06-15T17:07:41.327Z
株式会社ベルキャリエール,2080001009089,,,,杉本 操,info@bellecarriere.jp,0.4,,,https://www.bellecarriere.jp/corporate/notice/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001009089,人事部 ご採用ご担当者様,１．労働者派遣事業 ２．有料職業紹介事業 ３．各種事務、受付案内、施設内作業、調査その他業務処理の請負 ４．人材育成のた,静岡県静岡市清水区相生町５番１号,1000,,1967,2026-06-15T17:07:41.328Z
株式会社廣文館,1240001053591,,,,大垣 守弘,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1240001053591,人事部 ご採用ご担当者様,雑誌、書籍、文房具、カフェ,広島県広島市中区本通１番１１号,151,,2018,2026-06-15T17:07:41.377Z
株式会社インタフェース,2240001000873,,,,國司 晃,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001000873,人事部 ご採用ご担当者様,電気通信機械器具、コンピュータ及びその他の応用機械器具、装置、システムの研究・開発・生産・販売・サービス。 ソフトウェア,広島県広島市南区京橋町１０番２１号,259,,1978,2026-06-15T17:07:41.405Z
株式会社インパルスコーポレーション,2240001000948,,,,後藤 智治,info@imp-h.co.jp,0.4,,,http://www.imp-h.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001000948,人事部 ご採用ご担当者様,印刷業,広島県広島市安佐南区相田１丁目１６番２７号,121,,1989,2026-06-15T17:07:41.429Z
持続未来株式会社,2240001003868,,,,米山 真和,info@jizoku-mirai.com,0.4,,,https://jizoku-mirai.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001003868,人事部 ご採用ご担当者様,総合ビルメンテナンス業,広島県広島市西区南観音８丁目１０番２８号,334,,1961,2026-06-15T17:07:41.446Z
さくらコーポレーション株式会社,2240001004065,,,,堀江 祐樹,info@sakura-corporation-inc.co.jp,0.4,,,http://www.sakura-corporation-inc.co.jp/ser_work.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001004065,人事部 ご採用ご担当者様,ビルメンテナンス業、施設及び建物のファシリティマネジメント,広島県広島市南区段原３丁目９番２５号,202,,1996,2026-06-15T17:07:41.459Z
株式会社ＴＯＫＡＩコミュニケーションズ,2080001004346,,,,高橋 強,,0,,,http://www.tokai-com.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2080001004346,人事部 ご採用ご担当者様,・通信事業（ISPサービス、モバイル、拠点間通信等） ・データセンター事業 ・システムインテグレーション事業（ソフトウエ,静岡県静岡市葵区常磐町２丁目６番地の８,1250,,1977,2026-06-15T17:07:41.463Z
株式会社千鳥,2240001006879,,,,小泉 美惠子,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001006879,人事部 ご採用ご担当者様,弁当製造販売,広島県広島市西区商工センター７丁目３番４８号,122,,1972,2026-06-15T17:07:41.467Z
株式会社シーエム・エンジニアリング,1240001044665,,,,小尻 郁男,info@cmeng.co.jp,0.4,,,https://cmeng.co.jp/company/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1240001044665,人事部 ご採用ご担当者様,,広島県広島市南区松原町２番６２号広島ＪＰビルディング１３階,551,,2013,2026-06-15T17:07:41.470Z
株式会社エネコム,2240001006697,,,,岡部 恵二,info@enecom.co.jp,0.4,,,https://www.enecom.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001006697,人事部 ご採用ご担当者様,[法人のお客さま向けサービス] ・ソリューションサービス 通信ネットワーク、インターネット接続、クラウド、管理・保守、デ,広島県広島市中区大手町２丁目１１番１０号,1061,,1985,2026-06-15T17:07:41.482Z
株式会社ちゅピＣＯＭ,2240001010501,,,,山本 慶一朗,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001010501,人事部 ご採用ご担当者様,ケーブルテレビ事業,広島県広島市中区土橋町７番１号,136,,1995,2026-06-15T17:07:41.503Z
株式会社伏光組,2240001010410,,,,伏見 光暁,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001010410,人事部 ご採用ご担当者様,,広島県広島市南区出島１丁目３３番６１号,90,,1956,2026-06-15T17:07:41.509Z
マツダオートリース株式会社,2240001011053,,,,長神 文憲,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001011053,人事部 ご採用ご担当者様,自動車リース,広島県広島市中区基町１１番１０号,130,,1965,2026-06-15T17:07:41.525Z
株式会社ＴＡＩＳＥＩ,2240001005971,,,,玉木 昌士,,0,,,http://www.taiseisekiyu.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001005971,人事部 ご採用ご担当者様,石油製品販売 法人向け配送業務 車検・整備事業 新車・中古車販売 車買取事業 損保保険・生保保険取扱,広島県広島市南区段原日出２丁目３番２０号,131,,1949,2026-06-15T17:07:41.544Z
広島協同乳業株式会社,2240001023965,,,,宮崎 聖剛,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001023965,人事部 ご採用ご担当者様,,広島県山県郡北広島町南方字中山１０２０６番地４,90,,1960,2026-06-15T17:07:41.568Z
株式会社大之木ダイモ,2240001025573,,,,大之木 小兵衛,info@daimo.jp,0.4,,,http://www.daimo.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001025573,人事部 ご採用ご担当者様,１．木材・建材・住宅機器販売・ビル内装 ２．木造住宅建築・住宅リフォーム ３．船舶艤装 ４．ホームセンター「タック」 ５,広島県呉市中央３丁目８番２１号,101,,1947,2026-06-15T17:07:41.596Z
占部建設工業株式会社,2240001029905,,,,占部 寛,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001029905,人事部 ご採用ご担当者様,総合建設業（土木・建築）,広島県福山市地吹町１８番１６号,91,,1946,2026-06-15T17:07:41.627Z
福山日産自動車株式会社,2240001032768,,,,前 卓志,,0,,,https://ni-fukuyama.nissan-dealer.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2240001032768,人事部 ご採用ご担当者様,広島県東部地区にて、日産車の新車販売、各種中古車販売、自動車整備全般、保険代理業、7店舗を展開する会社,広島県福山市南蔵王町２丁目２６番３９号,97,,1988,2026-06-15T17:07:41.659Z
