企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
岩渕薬品株式会社,2040001046615,,,,岩渕琢磨,info@iwabuchi-net.co.jp,0.4,,,http://www.iwabuchi-net.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2040001046615,人事部 ご採用ご担当者様,医薬品の卸売業,千葉県佐倉市鏑木町５１番地,499,,1948,2026-06-14T13:56:06.385Z
ダイハツ東京販売株式会社,1010001086185,,,,武田裕介,,0,,,http://dd.daihatsu.co.jp/Dtokyo/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001086185,人事部 ご採用ご担当者様,自動車、その他周辺商品の販売 自動車の修理・点検 顧客様への点検等のご案内など管理,東京都中央区月島２丁目１５番１号,744,,1983,2026-06-14T13:56:06.419Z
加賀ソルネット株式会社,1010001087332,,,,熊部光洋,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001087332,人事部 ご採用ご担当者様,コンヒ?ュータ・システムの導入及ひ?機器・ソフトウェアの販売・サホ?ート、ハ?ソコン関連商品、映像関連商品、AV関連商品,東京都中央区八丁堀３丁目２７番１０号,200,,1995,2026-06-14T13:56:06.420Z
千葉ビル・メンテナンス株式会社,2040001054287,,,,岡澤正博,info@chibabill.jp,0.4,,,https://www.chibabill.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2040001054287,人事部 ご採用ご担当者様,ビル総合管理,千葉県市原市君塚３丁目８番地１９,398,,1972,2026-06-14T13:56:06.423Z
サミットエナジー株式会社,1010001087737,,,,小林政司,info@summit-energy.co.jp,0.4,,,https://www.summit-energy.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001087737,人事部 ご採用ご担当者様,国内における発電事業の企画・開発と統括管理および小売電気事業,東京都千代田区内神田２丁目３番４号,95,,1990,2026-06-14T13:56:06.431Z
テプコ・ソリューション・アドバンス株式会社,1010001086672,,,,種橋章,info@tepco-sa.co.jp,0.4,,,https://www.tepco-sa.co.jp/ssl/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001086672,人事部 ご採用ご担当者様,"情報処理サービス事業、電気等の売買,供給",東京都港区芝３丁目２番１８号,2352,,1999,2026-06-14T13:56:06.432Z
株式会社プレステージ・インターナショナル,1010001089262,,,,グループ玉上進一,info@prestigein.com,0.4,,,http://www.prestigein.com/index.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001089262,人事部 ご採用ご担当者様,BPO（ビジネス・プロセス・アウトソーシング）事業 ・オートモーティブ事業 ・プロパティ事業 ・グローバル事業 ・ワラン,東京都千代田区麹町２丁目４番地１,4295,,,2026-06-14T13:56:06.448Z
田辺薬局株式会社,1010001090468,,,,佐藤淳一,info@tnb.co.jp,0.4,,,http://www.tnb.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001090468,人事部 ご採用ご担当者様,調剤薬局の運営,東京都中央区築地４丁目３番８号,623,,1984,2026-06-14T13:56:06.449Z
株式会社セブン－イレブン・ジャパン,1010001088181,,,,阿久津知洋,info@sej.co.jp,0.4,,,http://www.sej.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001088181,人事部 ご採用ご担当者様,コンビニエンスストアのフランチャイズチェーン本部,東京都千代田区二番町８番地８,8064,,1939,2026-06-14T13:56:06.449Z
古河産機システムズ株式会社,1010001087927,,,,岩間和義,info@furukawa-sanki.co.jp,0.4,,,https://www.furukawa-sanki.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001087927,人事部 ご採用ご担当者様,荷役運搬設備、破砕設備、粉砕設備、環境設備、ポンプ設備、鋼構造物などの製造・販売・施工,東京都千代田区大手町２丁目６番４号,478,,2004,2026-06-14T13:56:06.449Z
セントラルコンサルタント株式会社,1010001088264,,,,中田健一,info@central-con.co.jp,0.4,,,https://www.central-con.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001088264,人事部 ご採用ご担当者様,建設コンサルタント（土木、都市計画、造園、建築等の調査、計画、設計及び施工管理）,東京都中央区晴海２丁目５番２４号,545,,1967,2026-06-14T13:56:06.454Z
ＥＮＥＯＳグローブ株式会社,1010001090889,,,,江澤和彦,info@eneos-globe.co.jp,0.4,,,http://www.eneos-globe.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001090889,人事部 ご採用ご担当者様,液化石油ガスの輸入・販売、新エネルギー関連機器の販売,東京都千代田区永田町２丁目１１番１号,211,,2004,2026-06-14T13:56:06.465Z
アイティメディア株式会社,1010001092299,,,,兼小林教至,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001092299,人事部 ご採用ご担当者様,,東京都千代田区紀尾井町３番１２号,339,,,2026-06-14T13:56:06.469Z
株式会社三友システムアプレイザル,1010001094048,,,,谷秀千代,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001094048,人事部 ご採用ご担当者様,,東京都千代田区平河町１丁目２番１０号,163,,1980,2026-06-14T13:56:06.478Z
ヤマト運輸株式会社,1010001092605,,,,阿波誠一,info@kuronekoyamato.co.jp,0.4,,,http://www.kuronekoyamato.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001092605,人事部 ご採用ご担当者様,宅急便を中心とした一般消費者・企業向け小口貨物輸送サービス事業、その他物流事業全般および関連事業,東京都中央区銀座２丁目１６番１０号,158295,,2005,2026-06-14T13:56:06.483Z
グローウィン・パートナーズ株式会社,1010001094857,,,,佐野哲哉,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001094857,人事部 ご採用ご担当者様,,東京都千代田区紀尾井町１番３号,101,,2004,2026-06-14T13:56:06.488Z
第一三共株式会社,1010001095640,,,,奥澤宏幸,info@daiichisankyo.co.jp,0.4,,,http://www.daiichisankyo.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001095640,人事部 ご採用ご担当者様,医療用医薬品の研究開発、製造、販売等,東京都中央区日本橋本町３丁目５番１号,8525,,,2026-06-14T13:56:06.500Z
株式会社セブン＆アイ・ホールディングス,1010001095203,,,,最高経営責任者（）スティーブン・ヘイズ・デイカス,,0,,,http://www.7andi.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001095203,人事部 ご採用ご担当者様,コンビニエンスストア・総合スーパー・百貨店・食品スーパー・フードサービス・金融サービス・ＩＴ／サービス各事業を中心とした,東京都千代田区二番町８番地８,1017,,,2026-06-14T13:56:06.506Z
スローガン株式会社,1010001096077,,,,仁平理斗,info@slogan.jp,0.4,,,https://www.slogan.jp/news/2023/0424-1852/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001096077,人事部 ご採用ご担当者様,人材紹介業,東京都港区南青山２丁目１１番１７号,121,,,2026-06-14T13:56:06.508Z
株式会社ケンツー,1010001098247,,,,山田佑樹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001098247,人事部 ご採用ご担当者様,,東京都千代田区岩本町２丁目５番１２号,260,,2006,2026-06-14T13:56:06.510Z
日鉄物流株式会社,1010001098619,,,,米澤公敏,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001098619,人事部 ご採用ご担当者様,海上輸送 自動車輸送 港湾物流 構内物流（工場内物流）,東京都中央区日本橋１丁目１３番１号,6518,,2006,2026-06-14T13:56:06.516Z
アウトルックコンサルティング株式会社,1010001098759,,,,平尾泰文,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001098759,人事部 ご採用ご担当者様,,東京都港区南青山３丁目１番３号スプライン青山東急ビル,80,,2006,2026-06-14T13:56:06.523Z
株式会社ぎょうせい,1010001100425,,,,西本功二,info@gyosei.jp,0.4,,,https://gyosei.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001100425,人事部 ご採用ご担当者様,●図書総合 法令関連の書籍を中心に、時宜にかなった書籍を企画・編集・出版 ●システム 法令・例規関連システムをはじめ,東京都中央区銀座７丁目４番１２号,713,,1970,2026-06-14T13:56:06.548Z
株式会社バリューデザイン,1010001101786,,,,尾上徹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001101786,人事部 ご採用ご担当者様,,東京都中央区京橋３丁目１番１号,74,,2006,2026-06-14T13:56:06.552Z
株式会社クロスパワー,1010001103634,,,,大江龍介,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001103634,人事部 ご採用ご担当者様,業務としては、企業年金システム・証券会社向けパッケージ開発・社内資産管理システム等、企業向け業務を行っております。 PC,東京都千代田区外神田１丁目１６番８号ＧＥＥＫＳＡＫＩＨＡＢＡＲＡ３階,160,,2006,2026-06-14T13:56:06.552Z
株式会社クリーク・アンド・リバー社,1010001101101,,,,黒崎淳,,0,,,https://www.cri.co.jp/sustainability/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001101101,人事部 ご採用ご担当者様,エージェンシー事業（派遣・紹介） プロデュース事業（請負・アウトソーシング） ライツマネジメント事業（知的財産） 教育事,東京都港区新橋４丁目１番１号,2049,,1990,2026-06-14T13:56:06.552Z
日本リック株式会社,1010001101679,,,,日高一隆,info@nipponrick.co.jp,0.4,,,https://www.nipponrick.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001101679,人事部 ご採用ご担当者様,人材サービス業、福祉介護事業,東京都千代田区飯田橋４丁目８番１３号,210,,1984,2026-06-14T13:56:06.557Z
Ｘｓｐｅａｒ　Ｃｏｎｓｕｌｔｉｎｇ株式会社,1010001103304,,,,早田政孝,,0,,,https://www.simplex.holdings/sustainability/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001103304,人事部 ご採用ご担当者様,事業戦略、テクノロジーに関するビジネスコンサルティング事業 労働者派遣に関する事業＜労働者派遣事業許可(派 13-302,東京都港区虎ノ門１丁目２３番１号,250,,1998,2026-06-14T13:56:06.559Z
サインポスト株式会社,1010001107305,,,,蒲原寧,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001107305,人事部 ご採用ご担当者様,,東京都中央区日本橋本町４丁目１２番２０号,213,,2007,2026-06-14T13:56:06.570Z
株式会社トライ・アットリソース,1010001107536,,,,高橋義定,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001107536,人事部 ご採用ご担当者様,,東京都千代田区九段北１丁目６番４号,1533,,2004,2026-06-14T13:56:06.574Z
株式会社セントラルユニ,1010001103857,,,,河村将之,info@central-uni.co.jp,0.4,,,http://www.central-uni.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001103857,人事部 ご採用ご担当者様,医療設備機器の製造及び販売,東京都千代田区西神田２丁目３番１６号,221,,1951,2026-06-14T13:56:06.575Z
株式会社クマヒラ,1010001108872,,,,渡邉秀隆,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001108872,人事部 ご採用ご担当者様,,東京都中央区日本橋室町２丁目１番１号,710,,1944,2026-06-14T13:56:06.581Z
株式会社アミファ,1010001110663,,,,藤井愉三,info@amifa.co.jp,0.4,,,http://www.amifa.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001110663,人事部 ご採用ご担当者様,ライフスタイル雑貨卸売業,東京都渋谷区神宮前５丁目５２番２号,65,,,2026-06-14T13:56:06.597Z
リコージャパン株式会社,1010001110829,,,,笠井徹,info@jp.ricoh.com,0.4,,,https://jp.ricoh.com/companies/ricoh-japan/our-workstyle,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001110829,人事部 ご採用ご担当者様,ドキュメントソリューションをベースとした、リコーのデジタル複写機、プリンター、ネットワーク関連商品、消耗品の販売、及び機,東京都大田区中馬込１丁目３番６号,16420,,1959,2026-06-14T13:56:06.599Z
株式会社アミット,1010001112214,,,,芦塚洋美,,0,,,https://recruit.amitt.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001112214,人事部 ご採用ご担当者様,翻訳・通訳派遣・海外調査,東京都中央区日本橋兜町１３番１号兜町偕成ビル別館９Ｆ,54,,2006,2026-06-14T13:56:06.603Z
株式会社昭和メディカルサイエンス,1010001112338,,,,氏家永一郎,info@sms.co.jp,0.4,,,http://www.sms.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001112338,人事部 ご採用ご担当者様,臨床検査受託業,東京都千代田区麹町４丁目７番５号,730,,1979,2026-06-14T13:56:06.608Z
ＳＭＦＬレンタル株式会社,1010001114136,,,,大村尚之,info@smfl-r.co.jp,0.4,,,https://www.smfl-r.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001114136,人事部 ご採用ご担当者様,パソコン・ワークステーション等IT機器のリースおよびレンタル、売買、IT機器導入支援・保守等オプションサービス 電子計測,東京都千代田区一ツ橋２丁目１番１号,206,,1978,2026-06-14T13:56:06.614Z
日本郵便株式会社,1010001112577,,,,小池信也,info@post.japanpost.jp,0.4,,,http://www.post.japanpost.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001112577,人事部 ご採用ご担当者様,郵便業務、銀行窓口業務、保険窓口業務、印紙の売りさばき、地方公共団体からの受託業務、前記以外の銀行業、生命保険業及び損害,東京都千代田区大手町２丁目３番１号,331994,,2007,2026-06-14T13:56:06.614Z
株式会社チームスピリット,1010001116826,,,,道下和良,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001116826,人事部 ご採用ご担当者様,,東京都千代田区内幸町２丁目１番６号,205,,1996,2026-06-14T13:56:06.622Z
タイムズサービス株式会社,1010001115423,,,,川上紀文,info@park24.co.jp,0.4,,,https://www.park24.co.jp/company/timesservice/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001115423,人事部 ご採用ご担当者様,『駐車場総合管理』 無人時間貸駐車場の機器メンテナンス及び、巡回、清掃、駐車場管理コンサルティング、駐車場有人管理 、駐,東京都品川区西五反田２丁目２０番４号,2498,,1992,2026-06-14T13:56:06.626Z
三機テクノサポート株式会社,1010001116842,,,,朝日義之,info@sanki.co.jp,0.4,,,http://www.sanki.co.jp/sts/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001116842,人事部 ご採用ご担当者様,建築設備工事業,東京都中央区明石町８番１号,231,,1980,2026-06-14T13:56:06.644Z
リックソフト株式会社,1010001124218,,,,大貫浩,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001124218,人事部 ご採用ご担当者様,ソフトウェア開発,東京都千代田区大手町２丁目１番１号,87,,2005,2026-06-14T13:56:06.660Z
オフィスコム株式会社,1010001125570,,,,室木剛,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001125570,人事部 ご採用ご担当者様,,東京都千代田区九段北４丁目１番７号,196,,2007,2026-06-14T13:56:06.663Z
フロンティア・マネジメント株式会社,1010001121867,,,,（）大西正一郎,info@frontier-mgmt.com,0.4,,,https://www.frontier-mgmt.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001121867,人事部 ご採用ご担当者様,経営コンサルティング事業・ファイナンシャル・アドバイザリー事業・再生支援事業・制度関連助言業務・教育研修事業・資金支援業,東京都港区六本木３丁目２番１号,433,,2007,2026-06-14T13:56:06.667Z
サンライズ・エンジニアリング株式会社,1010001123335,,,,馬場誉一,info@sec-sunrise.co.jp,0.4,,,https://sec-sunrise.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001123335,人事部 ご採用ご担当者様,電気工事業、電気通信工事業,東京都中央区日本橋小舟町２番９号,171,,1980,2026-06-14T13:56:06.676Z
