企業名,法人番号,品質スコア,優先度,属性ランク,intent★,新卒フラグ,系統,取得元媒体,起点系統,起点ソース,ソース数,トリガー,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,業種,都道府県,従業員数,設立年,補助金,ICP適合,採用インテント,データ品質,タイミング,インテント根拠,スコア根拠,取得日,掲載媒体,掲載媒体数,採用予定人数,採用ページ有無,採用ページURL,新卒言及,職種,外部採用媒体,根拠,プレスリリース,採用ページ更新,インテント,辞退シグナル
加陽印刷株式会社,1120001007205,37,後回し,B,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,加福太郎,,,,,https://kayo.co.jp/,印刷業,大阪府大阪市都島区高倉町３丁目５番２８号,97,1964,,64,6,25,70,実シグナル,ICP:規模97=ICP内 / ICP:設立62年 / INT:intent★1,2026-06-14,,0,,○,https://kayo.co.jp/recruit/,,営業,,top-anchor,,,,
毎美エンジニアリング株式会社,1120001036427,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,植田隆司,,,,,,,大阪府大阪市福島区海老江５丁目４番８号,195,1981,,76,6,10,70,実シグナル,ICP:規模195=スイート / ICP:設立45年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社オートメーション．サービス,1120001042136,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,神澤規智,,,,,,受託開発ソフトウェア業,大阪府大阪市西区西本町１丁目１３番３７号,142,1973,,76,6,10,70,実シグナル,ICP:規模142=スイート / ICP:設立53年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社浜正,1120001046590,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,浜口隆之,,,,,,伝導機器・機械工具販売,大阪府大阪市西区立売堀４丁目６番７号,106,1963,,76,6,10,70,実シグナル,ICP:規模106=スイート / ICP:設立63年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
愛知株式会社,1180001015879,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,島本迪彦,,,,,,,愛知県名古屋市東区筒井３丁目２７番２５号,219,1939,,76,6,10,70,実シグナル,ICP:規模219=スイート / ICP:設立87年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社新日,1180001019673,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,石堂公彦,,,,,,総合建設コンサルタンツ,愛知県名古屋市中川区山王１丁目８番３０号,100,1971,,76,6,10,70,実シグナル,ICP:規模100=スイート / ICP:設立55年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社シバックス,1020001008907,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,柴崎繁昭,,,,,,輸送用機械器具製造業,神奈川県横浜市都筑区川和町２５５番地３,210,1964,,76,6,10,70,実シグナル,ICP:規模210=スイート / ICP:設立62年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
ソルブ株式会社,1020001027295,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,井上恵,,,,,,医療機器の販売・レンタル,神奈川県横浜市港北区新横浜２丁目２番１５,161,1976,,76,6,10,70,実シグナル,ICP:規模161=スイート / ICP:設立50年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社日商物産,1020001028194,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,山本聡,,,,,,業務用食器類の卸売業,神奈川県横浜市南区花之木町２丁目２７番地２,150,1970,,76,6,10,70,実シグナル,ICP:規模150=スイート / ICP:設立56年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社ホンマ,1020001028855,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,野口譲,,,,,,,神奈川県横浜市中区太田町６丁目８７番地,231,1955,,76,6,10,70,実シグナル,ICP:規模231=スイート / ICP:設立71年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社ティー・アール・シー,1020001033203,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,石木勝,,,,,,,神奈川県横浜市神奈川区新浦島町１丁目１番地２５,116,1986,,76,6,10,70,実シグナル,ICP:規模116=スイート / ICP:設立40年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
シンカ株式会社,1290001001769,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,八谷博之,,,,,,,福岡県福岡市南区清水２丁目１５番１８号,180,1981,,76,6,10,70,実シグナル,ICP:規模180=スイート / ICP:設立45年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社ニシコー,1290001009498,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,園田利美津,,,,,,,福岡県福岡市中央区渡辺通２丁目９番２２号,220,1970,,76,6,10,70,実シグナル,ICP:規模220=スイート / ICP:設立56年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
博多湾環境整備株式会社,1290001015728,37,後回し,B,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,石橋宏典,,,,,https://www.kankyou-seibi.co.jp/,港湾土木に関する事業、建築物の清掃、保管、警備その他の維持管理、土木・しゅんせつ・造園工事業、廃船処理に関する事業、海の,福岡県福岡市博多区沖浜町１２番１号,74,1983,,64,6,25,70,実シグナル,ICP:規模74=ICP内 / ICP:設立43年 / INT:intent★1,2026-06-14,,0,,○,https://www.kankyou-seibi.co.jp/recruit/,,,,top-anchor,,,,
福岡センコー運輸株式会社,1290001019349,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,坂口宏司,,,,,,貨物自動車運送業,福岡県福岡市東区箱崎ふ頭２丁目２番４１号,180,1970,,76,6,10,70,実シグナル,ICP:規模180=スイート / ICP:設立56年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
ＪＲ九州商事株式会社,1290001019794,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,山下信二,,,,,,"１　鉄道資材の販売
２　建設・建築資材の販売
３　事務用機器、家具、備品・消耗品の販売
４　種類及び食料品の販売
５　金",福岡県福岡市博多区博多駅前２丁目１７番１号,133,1976,,76,6,10,70,実シグナル,ICP:規模133=スイート / ICP:設立50年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
イワタニ九州株式会社,1290001024695,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,小林実,,,,,,"九州地区におけるご家庭を中心に、レストラン、工場等
にLPガスを供給し、暮らし育み、産業を支え、時代を拓
き、皆様から信",福岡県福岡市博多区榎田２丁目２番３号,195,1998,,76,6,10,70,実シグナル,ICP:規模195=スイート / ICP:設立28年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社ＩＮＧ・ワールド,1290001026378,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,石橋龍二,,,,,,,福岡県福岡市西区大字橋本４８７番地２,132,1995,,76,6,10,70,実シグナル,ICP:規模132=スイート / ICP:設立31年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社アカシヤビルサービス,1430001000384,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,三浦貴之,,,,,,建物清掃業,北海道札幌市白石区菊水五条１丁目４番３４号,146,1974,,76,6,10,70,実シグナル,ICP:規模146=スイート / ICP:設立52年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
岡本興業株式会社,1430001003222,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,岡本敏秀,,,,,,砕石業,北海道札幌市南区真駒内本町１丁目１番１号,133,1963,,76,6,10,70,実シグナル,ICP:規模133=スイート / ICP:設立63年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社ビルマネージメント,1290001025818,37,後回し,B,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,藤井正一,,,,,http://www.buil-manage.com,ビルメンテナンス,福岡県福岡市博多区東光２丁目３番２０号,251,2001,,64,6,25,70,実シグナル,ICP:規模251=ICP内 / ICP:設立25年 / INT:intent★1,2026-06-14,,0,,○,http://www.buil-manage.com/recruit-hotel,,介護,,top-anchor,,,,
株式会社開発工営社,1430001003528,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,高橋公浩,,,,,,,北海道札幌市中央区北四条西５丁目１番地,165,1975,,76,6,10,70,実シグナル,ICP:規模165=スイート / ICP:設立51年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
北盛電設株式会社,1430001014789,37,後回し,B,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,稲津亘,,,,,http://www.hokusei-ds.co.jp,建設業（電気設備工事）,北海道札幌市中央区北七条西２０丁目１番１５号,53,1952,,64,6,25,70,実シグナル,ICP:規模53=ICP内 / ICP:設立74年 / INT:intent★1,2026-06-14,,0,,,,,,,top-fetch-failed,,,,
株式会社アインホールディングス,1430001020787,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,大谷喜一,,,,,,ドラックストア、調剤薬局,北海道札幌市白石区東札幌五条２丁目４番３０号,226,1969,,76,6,10,70,実シグナル,ICP:規模226=スイート / ICP:設立57年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社北海道日立,1430001022461,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,田中一雄,,,,,,電気機械器具卸売並びに附帯する工事,北海道札幌市東区北五条東５丁目１番地１１,112,1962,,76,6,10,70,実シグナル,ICP:規模112=スイート / ICP:設立64年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社エコミック,1430001023947,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,熊谷浩二,,,,,,,北海道札幌市中央区大通西８丁目１－１大通あおばビル,154,1997,,76,6,10,70,実シグナル,ICP:規模154=スイート / ICP:設立29年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
中道リース株式会社,1430001024094,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,関崇博,,,,,,,北海道札幌市中央区北一条東３丁目３番地,180,1948,,76,6,10,70,実シグナル,ICP:規模180=スイート / ICP:設立78年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
ビットスター株式会社,1430001037773,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,前田章博,,,,,,,北海道札幌市中央区南一条西４丁目５番地１,110,2008,,76,6,10,70,実シグナル,ICP:規模110=スイート / ICP:設立18年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
日鋼室蘭サービス株式会社,1430001057045,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,上原洋明,,,,,,,北海道室蘭市茶津町４番地,135,1986,,76,6,10,70,実シグナル,ICP:規模135=スイート / ICP:設立40年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社三井Ｅ＆Ｓ　ＤＵ,1010001230569,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,匠宏之,,,,,,,兵庫県相生市相生５２９２番地,172,1988,,76,6,10,70,実シグナル,ICP:規模172=スイート / ICP:設立38年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社ＯＫＡＭＵＲＡ,1140001012707,37,後回し,B,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,岡村和幸,,,,,https://www.okamura-industry.co.jp,一般産業用機械器具部品等の販売・設計・製造・保守,兵庫県神戸市兵庫区七宮町１丁目１０番１号,86,1954,,64,6,25,70,実シグナル,ICP:規模86=ICP内 / ICP:設立72年 / INT:intent★1,2026-06-14,,0,,○,https://www.okamura-industry.co.jp/recruit/,,,,top-anchor,,,,
フアーストリネンサービス株式会社,1140001017862,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,尾崎智史,,,,,,"リネンサプライ事業
クリーニング事業",兵庫県神戸市須磨区中落合２丁目２番５号,155,1982,,76,6,10,70,実シグナル,ICP:規模155=スイート / ICP:設立44年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社ウインウイン,1140001022532,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,魚谷勝,,,,,,"ヒューマン・リソース事業
(リクルート専属広告代理業・採用コンサルティング事業・採用代行サービス・人材紹介サービス・EQ",兵庫県神戸市中央区京町７９番地,107,2001,,76,6,10,70,実シグナル,ICP:規模107=スイート / ICP:設立25年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
スプリングエイトサービス株式会社,1140001039709,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,山口竜也,,,,,,,兵庫県たつの市新宮町光都１丁目２０番５号,154,1996,,76,6,10,70,実シグナル,ICP:規模154=スイート / ICP:設立30年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社レボインターナショナル,1130001012055,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,越川哲也,,,,,,,京都府京都市下京区綾小路通烏丸東入竹屋之町２５２番地１四条烏丸アーバンライフビル１０１,105,1999,,76,6,10,70,実シグナル,ICP:規模105=スイート / ICP:設立27年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
ニッポンレンタカー北海道株式会社,1430001021109,37,後回し,B,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,藤田裕一,,,,,https://www.nrgroup-global.com/hk/,自動車貸渡業務,北海道札幌市中央区南二条東１丁目１－１４,275,1971,,64,6,25,70,実シグナル,ICP:規模275=ICP内 / ICP:設立55年 / INT:intent★1,2026-06-14,,0,,,,,,,top-fetch-failed,,,,
西武緑化管理株式会社,1012701000524,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,赤土正浩,,,,,,,埼玉県所沢市緑町１丁目１番１１号,109,1971,,76,6,10,70,実シグナル,ICP:規模109=スイート / ICP:設立55年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社アールキューブ,1030001027922,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,五留場仁バハラム,,,,,,,埼玉県所沢市大字神米金４９０番地３,125,1996,,76,6,10,70,実シグナル,ICP:規模125=スイート / ICP:設立30年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
埼玉西ヤクルト販売株式会社,1030001026924,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,青柳進,,,,,,,埼玉県入間市高倉５丁目１１番１号,131,1977,,76,6,10,70,実シグナル,ICP:規模131=スイート / ICP:設立49年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
興栄燃料株式会社,1040001002206,37,後回し,B,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,加藤聖教,,,,,http://www.koei-e.jp/,石油製品の卸小売、住宅設備機器の販売等,千葉県千葉市中央区新宿２丁目５番１０号,90,1950,,64,6,25,70,実シグナル,ICP:規模90=ICP内 / ICP:設立76年 / INT:intent★1,2026-06-14,,0,,○,https://www.koei-e.jp/recruit/,,営業/販売,koei-e.jp,common-path,,,,
千葉テレビ放送株式会社,1040001004838,37,後回し,B,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,青柳洋治,,,,,https://www.chiba-tv.com/,"◆テレビ番組の制作及び放送
◆地元報道機関としての報道活動
◆顧客の広告宣伝活動をプロデュースする業務
◆イベントの企画",千葉県千葉市中央区都町１丁目１番２５号,71,1970,,64,6,25,70,実シグナル,ICP:規模71=ICP内 / ICP:設立56年 / INT:intent★1,2026-06-14,,0,,○,https://www.chiba-tv.com/program/detail/1139,,,,top-anchor,,,,
株式会社エイシル,1040001009432,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,長谷川雄一,,,,,,,千葉県千葉市中央区新町２４番地９,146,2003,,76,6,10,70,実シグナル,ICP:規模146=スイート / ICP:設立23年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
オネスティオフィスサポート株式会社,1040001011735,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,駒井祐子,,,,,,,千葉県千葉市若葉区高品町１０７９番２,245,2007,,76,6,10,70,実シグナル,ICP:規模245=スイート / ICP:設立19年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
日本サービス株式会社,1040001036451,37,後回し,B,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,染谷眞之,,,,,http://www.ns-k.co.jp/,廃棄物処理業,千葉県松戸市主水新田４７６番地１０,66,1966,,64,6,25,70,実シグナル,ICP:規模66=ICP内 / ICP:設立60年 / INT:intent★1,2026-06-14,,0,,○,https://www.ns-k.co.jp/recruit.html,,施工管理,,top-anchor,,,,
日本検査キューエイ株式会社,1010001062013,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,児島明彦,,,,,,,東京都中央区入船２丁目１番１号,200,1992,,76,6,10,70,実シグナル,ICP:規模200=スイート / ICP:設立34年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社ライトワークス,1010001084197,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,江口夏郎,,,,,,,東京都千代田区麹町５丁目３番３号,150,1995,,76,6,10,70,実シグナル,ICP:規模150=スイート / ICP:設立31年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
株式会社トレードワークス,1010001085245,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,齋藤正勝,,,,,,,東京都港区赤坂５丁目２番２０号,154,1999,,76,6,10,70,実シグナル,ICP:規模154=スイート / ICP:設立27年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
日新興業株式会社,1120001057571,37,後回し,A,1,,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,千種成一郎,,,,,,,大阪府大阪市淀川区三国本町１丁目１２番３０号,177,1945,,76,6,10,70,実シグナル,ICP:規模177=スイート / ICP:設立81年 / INT:intent★1,2026-06-14,,0,,,,,,,,,,,
