企業名,採用担当者名,代表者名,架電宛名,役職,公式URL,業種,都道府県,電話番号,上場,設立,取得元,根拠URL
株式会社チームスピリット,,道下和良,道下和良 様,,https://www.teamspirit.co.jp/,情報通信,東京都,03-4577-7510,東証グロース資本,1996,PR TIMES,https://prtimes.jp/main/html/rd/p/000000203.000021273.html
株式会社HRBrain,,堀浩輝,堀浩輝 様,,https://www.hrbrain.co.jp/,情報通信,東京都,03-6451-1350,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000209.000023143.html
株式会社ジーエークロッシング,,小川洋一,小川洋一 様,,https://xrossing.co.jp/,サービス業,：兵庫県,078-303-8118,未上場,2006,PR TIMES,https://prtimes.jp/main/html/rd/p/000000014.000082344.html
オプトアップ株式会社,,佐金拓耶,佐金拓耶 様,,https://optup.jp/,サービス業,地宮城県,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000002.000185669.html
株式会社AQ Group,,宮沢俊哉,宮沢俊哉 様,,http://www.aqura.co.jp/,建設業,：埼玉県,,未上場,1978,PR TIMES,https://prtimes.jp/main/html/rd/p/000000353.000008413.html
ダイコク電機株式会社,,栢森雅勝,栢森雅勝 様,,https://www.daikoku.co.jp/,製造業,：愛知県,052-581-7111,東証プライム資本,1973,PR TIMES,https://prtimes.jp/main/html/rd/p/000000063.000113812.html
株式会社タスキホールディングス,,柏村雄,柏村雄 様,,https://tasuki-holdings.co.jp/,サービス業,東京都,03-6447-0575,東証プライム資本,2013,PR TIMES,https://prtimes.jp/main/html/rd/p/000000164.000051940.html
株式会社プロシップ,,鈴木資史,鈴木資史 様,,https://www.proship.co.jp/,情報通信,東京都,050-1791-3000,東証プライム資本,1969,PR TIMES,https://prtimes.jp/main/html/rd/p/000000110.000120877.html
SBIインシュアランスグループ株式会社,,乙部辰良,乙部辰良 様,,https://www.sbisonpo.co.jp/,金融・保険業,東京都,,東証グロース資本,2006,PR TIMES,https://prtimes.jp/main/html/rd/p/000000533.000098438.html
株式会社インテージ,,檜垣歩,檜垣歩 様,,https://www.intage.co.jp/,情報通信,東京都,03-5294-0111,未上場,2013,PR TIMES,https://prtimes.jp/main/html/rd/p/000000281.000036691.html
KRAFTON JAPAN株式会社,,名イ,名イ 様,,https://krafton.co.jp/,情報通信,東京都,,未上場,2019,PR TIMES,https://prtimes.jp/main/html/rd/p/000000380.000082433.html
成田国際空港株式会社,,藤井直樹,藤井直樹 様,,https://www.narita-airport.jp/ja/company/,倉庫・運輸関連業,報千葉県,,未上場,2004,PR TIMES,https://prtimes.jp/main/html/rd/p/000001024.000004762.html
株式会社アイケンジャパン,,中島,中島 様,,https://aikenjapan.jp/,不動産業,：福岡県,092-739-6655,未上場,2006,PR TIMES,https://prtimes.jp/main/html/rd/p/000000025.000099351.html
遊食彩宴居酒屋Jambo家,,金本祐介,金本祐介 様,,https://izakayajamboya.owst.jp/,飲食店・宿泊業,大阪府,0725-41-4154,未上場,2006,PR TIMES,https://prtimes.jp/main/html/rd/p/000000002.000173954.html
アズワン株式会社,,井内卓嗣,井内卓嗣 様,,https://www.as-1.co.jp/,商業（卸売業、小売業）,東京都,06-6447-1210,東証プライム資本,1962,PR TIMES,https://prtimes.jp/main/html/rd/p/000000019.000085591.html
株式会社プリマベーラ,,新井英雄,新井英雄 様,,https://team-prima.jp/,商業（卸売業、小売業）,（群馬県,0276-20-6728,未上場,2000,PR TIMES,https://prtimes.jp/main/html/rd/p/000000071.000084226.html
株式会社ビーケー・ジャパン,,野村一裕,野村一裕 様,,https://www.burgerking.co.jp/,飲食店・宿泊業,東京都,03-6856-7660,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000287.000038980.html
株式会社 ヤマダホールディングス,,山田昇,山田昇 様,,https://www.yamada-holdings.jp/,商業（卸売業、小売業）,東京都,0570-078-181,東証プライム資本,1983,PR TIMES,https://prtimes.jp/main/html/rd/p/000000335.000082557.html
株式会社ASNOVA,,,,,,,愛知県,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000014.000099284.html
株式会社ＴＫＣ,,飯塚,飯塚 様,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000454.000018852.html
鳥取県商工会連合会,,馬野慎一郎,馬野慎一郎 様,,https://kenren.tori-skr.jp/,サービス業,ド鳥取県,0857-31-5555,未上場,1961,PR TIMES,https://prtimes.jp/main/html/rd/p/000000009.000167866.html
LINEヤフー株式会社,,出澤剛,出澤剛 様,,https://www.lycorp.co.jp/ja/,情報通信,東京都,,東証プライム資本,,PR TIMES,https://prtimes.jp/main/html/rd/p/000001280.000129774.html
株式会社ドクターズプライム,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000020.000104550.html
アーカス・ジャパン株式会社,,松原晋啓,松原晋啓 様,,https://www.arcuss-japan.com,情報通信,大阪府,06-6195-7501,未上場,2014,PR TIMES,https://prtimes.jp/main/html/rd/p/000000051.000018177.html
株式会社TRAPE,,鎌田大啓,鎌田大啓 様,,https://trape.jp/,サービス業,大阪府,06-6379-3580,未上場,2015,PR TIMES,https://prtimes.jp/main/html/rd/p/000000017.000066527.html
株式会社Spoonlabs Japan,,崔赫宰,崔赫宰 様,,https://www.spoonlabs.com/jp/,情報通信,東京都,,未上場,2013,PR TIMES,https://prtimes.jp/main/html/rd/p/000000025.000053486.html
株式会社主婦の友社,,大宮敏靖,大宮敏靖 様,,https://shufunotomo.co.jp/,製造業,。島根県,,未上場,1916,PR TIMES,https://prtimes.jp/main/html/rd/p/000002276.000002372.html
AIストーム株式会社,,,,,https://www.ai-storm.co.jp,サービス業,東京都,03-5259-7010,東証スタンダード,1964,PR TIMES,https://prtimes.jp/main/html/rd/p/000000109.000007183.html
M&Aキャピタルパートナーズ株式会社,,中村,中村 様,,https://www.ma-cp.com/,サービス業,東京都,03-6770-4305,東証プライム資本,2005,PR TIMES,https://prtimes.jp/main/html/rd/p/000000518.000051639.html
LABOLOGY株式会社,,中村俊夫所在地,中村俊夫所在地 様,,,, 兵庫県,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000003.000182523.html
株式会社ROLEUP,,渡邉達也,渡邉達也 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000037.000117636.html
リーガルテック株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000495.000042056.html
日本ヒューム株式会社,,幸田,幸田 様,,https://www.nipponhume.co.jp/,製造業,：愛知県,03-3433-4111,東証プライム資本,1925,PR TIMES,https://prtimes.jp/main/html/rd/p/000000016.000130675.html
株式会社MIXI,,木村弘毅,木村弘毅 様,,https://mixi.co.jp/,情報通信,東京都,,東証プライム資本,1999,PR TIMES,https://prtimes.jp/main/html/rd/p/000000824.000025121.html
フリュー株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000002257.000005167.html
株式会社タイミー,,小川嶺,小川嶺 様,,https://corp.timee.co.jp/,サービス業,東京都,,東証グロース資本,2017,PR TIMES,https://prtimes.jp/main/html/rd/p/000000461.000036375.html
ビットバンク株式会社,,廣末紀之,廣末紀之 様,,https://bitbank.cc/,情報通信,東京都,,未上場,2014,PR TIMES,https://prtimes.jp/main/html/rd/p/000000252.000024344.html
デジタルグリッド株式会社,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000037.000045726.html
株式会社ブロードバンドセキュリティ,,滝澤貴志,滝澤貴志 様,,https://www.bbsec.co.jp/,サービス業,東京都,,東証スタンダード,2000,PR TIMES,https://prtimes.jp/main/html/rd/p/000000167.000017369.html
株式会社コーボー,,成田,成田 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000005.000043498.html
プロモツール株式会社,,緒方健介,緒方健介 様,,https://www.promotool.jp/,製造業,東京都,03-5940-6637,,1999,PR TIMES,https://prtimes.jp/main/html/rd/p/000000272.000023783.html
株式会社HARTi,,村上,村上 様,,https://harti.tokyo,情報通信,東京都,,未上場,2019,PR TIMES,https://prtimes.jp/main/html/rd/p/000000122.000042267.html
株式会社カイトル,,松枝恭平,松枝恭平 様,,https://tsunaguya.co.jp/,商業（卸売業、小売業）,東京都,,未上場,2022,PR TIMES,https://prtimes.jp/main/html/rd/p/000000004.000174104.html
株式会社PoliPoli,,伊藤和真,伊藤和真 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000343.000032735.html
株式会社ＥＸＩＤＥＡ,,小川卓真,小川卓真 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000235.000041581.html
株式会社CARTA ZERO,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000108.000130668.html
株式会社フォトクリエイト,,大迫由典,大迫由典 様,,https://www.photocreate.co.jp/,情報通信,東京都,,未上場,2014,PR TIMES,https://prtimes.jp/main/html/rd/p/000000197.000132579.html
株式会社アワーズ,,山本雅史,山本雅史 様,,http://www.aws-s.com/,サービス業,和歌山県,0570-06-4481,,1978,PR TIMES,https://prtimes.jp/main/html/rd/p/000001152.000040302.html
丸井織物株式会社,,宮本智行,宮本智行 様,,https://www.maruig.co.jp/,製造業,：石川県,03-6427-9411,未上場,1956,PR TIMES,https://prtimes.jp/main/html/rd/p/000000938.000066462.html
TELASA株式会社,,鈴木正成,鈴木正成 様,,,情報通信,東京都,,未上場,2019,PR TIMES,https://prtimes.jp/main/html/rd/p/000000077.000165653.html
ANYCOLOR株式会社,,,,,https://www.anycolor.co.jp,サービス業,東京都,,東証プライム資本,,PR TIMES,https://prtimes.jp/main/html/rd/p/000001545.000030865.html
株式会社キョードーメディアス,,雲林院康行,雲林院康行 様,,http://kyodotokyo.com,サービス業,東京都,03-3407-8105,未上場,2013,PR TIMES,https://prtimes.jp/main/html/rd/p/000003432.000012949.html
The Orchard Japan,,鈴木竜馬,鈴木竜馬 様,,,商業（卸売業、小売業）,東京都,03-3515-5811,未上場,1919,PR TIMES,https://prtimes.jp/main/html/rd/p/000001806.000055377.html
株式会社ClaN Entertainment,,大井基行,大井基行 様,,https://clan-entertainment.com/,サービス業,東京都,03-6421-7607,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000289.000100939.html
株式会社PRIZMA,,杉本,杉本 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000185.000149156.html
SKECHERS JAPAN G.K.,,,,,https://www.jp.skechers.com/,商業（卸売業、小売業）,東京都,0120-056-505,未上場,2011,PR TIMES,https://prtimes.jp/main/html/rd/p/000000061.000074058.html
株式会社ウィゴー,,園田恭輔,園田恭輔 様,,https://wego.jp,サービス業,東京都,03-6400-5051,未上場,1994,PR TIMES,https://prtimes.jp/main/html/rd/p/000000164.000057274.html
富士商グループホールディングス株式会社,,藤田敏彦,藤田敏彦 様,,https://www.fujisho-ghd.co.jp/,商業（卸売業、小売業）,：山口県,0836-81-1111,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000111.000131897.html
株式会社トモトモ,,名呉廷中,名呉廷中 様,,,サービス業,東京都,,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000034.000063437.html
株式会社jig.jp,,川股将,川股将 様,,https://www.jig.jp/,情報通信,、福井県,,東証グロース資本,2003,PR TIMES,https://prtimes.jp/main/html/rd/p/000000048.000070695.html
ウェスキー株式会社,,住田敬憲,住田敬憲 様,,https://weskiii.com,商業（卸売業、小売業）,東京都,050-1746-8322,未上場,2018,PR TIMES,https://prtimes.jp/main/html/rd/p/000000256.000102915.html
note株式会社,,加藤貞顕,加藤貞顕 様,,https://note.jp/,情報通信,東京都,,東証グロース資本,2011,PR TIMES,https://prtimes.jp/main/html/rd/p/000000411.000017890.html
株式会社foriio,,山田,山田 様,,https://www.company.foriio.com/,サービス業,、秋田県,,未上場,2017,PR TIMES,https://prtimes.jp/main/html/rd/p/000000175.000037238.html
株式会社ブックリスタ,,村田茂,村田茂 様,,http://www.booklista.co.jp/,情報通信,東京都,,未上場,2010,PR TIMES,https://prtimes.jp/main/html/rd/p/000000600.000006388.html
日本オーチス・エレベータ株式会社,,パトリック,パトリック 様,,https://www.otis.com/ja/jp/,製造業,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000097.000020254.html
株式会社セルシス,,成島啓,成島啓 様,,https://www.celsys.com/,情報通信,東京都,,東証プライム資本,1991,PR TIMES,https://prtimes.jp/main/html/rd/p/000001126.000005223.html
学校法人創志学園,,増田哲也,増田哲也 様,,https://seg.ac.jp/,教育・学習支援業,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000010.000135507.html
日本ジェラート協会,,鈴木俊之,鈴木俊之 様,,http://www.italiangelato-kyokai.com/,財団法人・社団法人・宗教法人,東京都,03-6907-3535,未上場,2007,PR TIMES,https://prtimes.jp/main/html/rd/p/000000013.000032356.html
株式会社FAITHNETWORK,,蜂谷二郎,蜂谷二郎 様,,https://faithnetwork.co.jp/,不動産業,東京都,03-6804-5837,東証スタンダード,2001,PR TIMES,https://prtimes.jp/main/html/rd/p/000000403.000026725.html
株式会社 TCL JAPAN ELECTRONICS,,名蔣賛,名蔣賛 様,,https://www.tcl.com/jp/ja,サービス業,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000011.000121487.html
LGエレクトロニクス・ジャパン株式会社,,,,,,製造業,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000492.000023289.html
GTF株式会社,,山中英嗣,山中英嗣 様,,https://www.global-taskforce.net/,サービス業,東京都,,未上場,2001,PR TIMES,https://prtimes.jp/main/html/rd/p/000000012.000181785.html
エムエスアイコンピュータージャパン株式会社,,江富盛,江富盛 様,,,情報通信,東京都,03-6262-9900,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000001454.000053749.html
株式会社タムロン,,桜庭省吾,桜庭省吾 様,,https://www.tamron.com/jp/,製造業,報埼玉県,,東証プライム資本,1952,PR TIMES,https://prtimes.jp/main/html/rd/p/000000263.000043231.html
株式会社ピーチ･ジョン,,西澤恒地,西澤恒地 様,,http://www.peachjohn.co.jp,商業（卸売業、小売業）,東京都,03-6418-7888,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000789.000009170.html
株式会社アイ･オー･データ機器,,会長細野,会長細野 様,,http://www.iodata.jp/,製造業,：石川県,,未上場,1976,PR TIMES,https://prtimes.jp/main/html/rd/p/000000188.000011207.html
株式会社バッファロー,,名牧寛之,名牧寛之 様,,https://www.buffalo.jp/,製造業,東京都,03-4213-1122,東証スタンダード,1975,PR TIMES,https://prtimes.jp/main/html/rd/p/000000477.000017378.html
EIZO株式会社,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000064.000021537.html
一般社団法人　日本自動車連盟,,坂口正芳,坂口正芳 様,,https://jaf.or.jp/,財団法人・社団法人・宗教法人,（福岡県,03-3578-2811,,1963,PR TIMES,https://prtimes.jp/main/html/rd/p/000007250.000010088.html
株式会社INFORICH,,,,,https://www.chargespot.jp/,情報通信,東京都,03-4500-9219,東証グロース資本,2015,PR TIMES,https://prtimes.jp/main/html/rd/p/000000510.000033521.html
株式会社キズキ,,安田祐輔,安田祐輔 様,,https://kizuki-corp.com/,教育・学習支援業,東京都,03-6273-0796,未上場,2015,PR TIMES,https://prtimes.jp/main/html/rd/p/000000448.000041906.html
SHINKA株式会社,,尾田雪江,尾田雪江 様,,https://shinka-jp.com/,サービス業,神奈川県,,未上場,2026,PR TIMES,https://prtimes.jp/main/html/rd/p/000000012.000181062.html
株式会社オランダ家,,鬼澤修,鬼澤修 様,,https://orandaya.jp/,商業（卸売業、小売業）,：千葉県,043-241-4111,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000031.000140673.html
株式会社adapt retailing,,金親卓生,金親卓生 様,,https://cocacoca.jp/,商業（卸売業、小売業）,東京都,03-6433-9045,未上場,2011,PR TIMES,https://prtimes.jp/main/html/rd/p/000000020.000150943.html
株式会社パンクチュアル,,守時健,守時健 様,,https://punctual.co.jp/,サービス業,：高知県,,未上場,2020,PR TIMES,https://prtimes.jp/main/html/rd/p/000000056.000058823.html
日本たばこ産業株式会社,,寺畠正道,寺畠正道 様,,,製造業,東京都,,東証1部資本金-,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000381.000031450.html
株式会社 ジェイアール東海高島屋,,粟野光章,粟野光章 様,,https://www.jr-takashimaya.co.jp/,商業（卸売業、小売業）,報愛知県,052-566-1101,未上場,1992,PR TIMES,https://prtimes.jp/main/html/rd/p/000000453.000047031.html
