企業名,電話,メール,業種,従業員数レンジ,採用人数,リード状況,経路温度,セグメント,提案プラン,類似スコア,成約見込み,経路lift,業種lift,規模lift,採用lift,確信軸数,なぜ類似
三井不動産リアルティ九州株式会社,092-711-1131,,不動産,100～300人未満,11～15名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,5.6%,0.42x,0.46x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[不動産]0.46x｜規模[100-300名]1.12x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込5.6%
三菱ロジスネクスト株式会社,075-956-8606,saiyo-u@logisnext.com,輸送用機器（船舶・航空・宇宙関連など）,1千～2千人未満,26～30名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,6,6.4%,0.42x,0.45x,1.30x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[輸送用機器（船舶・航空・宇宙関連など）]0.45x｜規模[1000-2000名]1.30x｜新卒採用[21-30名]1.53x｜スタンダード提案｜成約見込6.4%
三陽物産株式会社,06-6352-1121,,商社（食品・農林・水産）,100～300人未満,11～15名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,6.3%,0.42x,0.52x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（食品・農林・水産）]0.52x｜規模[100-300名]1.12x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込6.3%
社会福祉法人勇成会,029-304-4666,arisunomori@yuuseikai.jp,福祉・介護,100～300人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,6.4%,0.42x,0.52x,1.12x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[福祉・介護]0.52x｜規模[100-300名]1.12x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込6.4%
上村建設株式会社総務部,092-475-6551,saiyou@uemura-grp.net,建設,100～300人未満,16～20名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,5.5%,0.42x,0.45x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[建設]0.45x｜規模[100-300名]1.12x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込5.5%
新幹線メンテナンス東海株式会社,03-6630-2241,smt-recruit@smt-jp.co.jp,サービス（その他）,2千～5千人未満,16～20名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,6,5.9%,0.42x,0.47x,1.15x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[サービス（その他）]0.47x｜規模[2000-5000名]1.15x｜新卒採用[16-20名]1.52x｜競合ATS確認｜成約見込5.9%
大都魚類株式会社,03-3520-8010,jinji-tantou@ml.daitogyorui.co.jp,商社（食品・農林・水産）,100～300人未満,11～15名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,6.3%,0.42x,0.52x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（食品・農林・水産）]0.52x｜規模[100-300名]1.12x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込6.3%
東京ガスライフバル千葉株式会社,043-204-4126,lv-chiba.saiyou@tg-lifeval.com,設備工事,300～500人未満,21～25名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,6.1%,0.42x,0.39x,1.41x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[設備工事]0.39x｜規模[300-500名]1.41x｜新卒採用[21-30名]1.53x｜ミニマム/ミドル｜成約見込6.1%
東都水産株式会社,03-3541-5665,recruit@tohsui.co.jp,商社（食品・農林・水産）,100～300人未満,16～20名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,6.3%,0.42x,0.52x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（食品・農林・水産）]0.52x｜規模[100-300名]1.12x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込6.3%
東日本住宅株式会社,03-3345-5211,,不動産,100～300人未満,16～20名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,5.6%,0.42x,0.46x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[不動産]0.46x｜規模[100-300名]1.12x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込5.6%
東洋埠頭株式会社,03-5560-2701,jinji@toyofuto.co.jp,物流・倉庫,100～300人未満,11～15名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,6.0%,0.42x,0.49x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[物流・倉庫]0.49x｜規模[100-300名]1.12x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込6.0%
日本興業株式会社,087-894-8130,,建材・エクステリア,100～300人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,5.7%,0.42x,0.46x,1.12x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[建材・エクステリア]0.46x｜規模[100-300名]1.12x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込5.7%
富士フイルムグループ,0457-270422,dge-fbmfg-saiyo@fujifilm.com,精密機器,2千～5千人未満,11～15名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,6,5.7%,0.42x,0.46x,1.15x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[精密機器]0.46x｜規模[2000-5000名]1.15x｜新卒採用[11-15名]1.52x｜競合ATS確認｜成約見込5.7%
巴工業株式会社総務部,03-3442-5120,jinji@tomo-e.co.jp,機械,300～500人未満,16～20名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,5.7%,0.42x,0.37x,1.41x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[機械]0.37x｜規模[300-500名]1.41x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込5.7%
不二製油株式会社,072-463-1511,,食品,1千～2千人未満,11～15名,89：リサイクル,コールド媒体一括,有効(上限),スタンダード提案,6,6.0%,0.42x,0.43x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[食品]0.43x｜規模[1000-2000名]1.30x｜新卒採用[11-15名]1.52x｜スタンダード提案｜成約見込6.0%
ユアサ・フナショク株式会社,047-433-1211,s-jinji@y-f.co.jp,商社（食品・農林・水産）,100～300人未満,11～15名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,6,6.3%,0.42x,0.52x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（食品・農林・水産）]0.52x｜規模[100-300名]1.12x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込6.3%
りんかい日産建設株式会社,03-6897-4801→⑨,saiyo@rncc.co.jp,建設,500～1千人未満,26～30名,02：担当者未接触,コールド媒体一括,有効(中堅上),スタンダード提案,6,6.5%,0.42x,0.45x,1.30x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[建設]0.45x｜規模[500-1000名]1.30x｜新卒採用[21-30名]1.53x｜スタンダード提案｜成約見込6.5%
日本フイルコン株式会社,042-377-5711,nf-saiyou@filcon.co.jp,金属製品,300～500人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,5.0%,0.42x,0.32x,1.41x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[金属製品]0.32x｜規模[300-500名]1.41x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込5.0%
アサヒビール株式会社,0570-00-5112,,食品,2千～5千人未満,31～35名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,5,4.9%,0.42x,0.43x,1.15x,1.41x,4,経路[コールド媒体一括]0.42x｜業種[食品]0.43x｜規模[2000-5000名]1.15x｜新卒採用[31-50名]1.41x｜競合ATS確認｜成約見込4.9%
キユーピー株式会社,03-3486-3090,,食品,2千～5千人未満,26～30名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,5,5.4%,0.42x,0.43x,1.15x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[食品]0.43x｜規模[2000-5000名]1.15x｜新卒採用[21-30名]1.53x｜競合ATS確認｜成約見込5.4%
コマツカスタマーサポート株式会社,0535-270160,kcsj@trps.jp,商社（機械・プラント・環境）,2千～5千人未満,31～35名,02：担当者未接触,コールド媒体一括,要注意(大),競合ATS確認,5,4.6%,0.42x,0.39x,1.15x,1.41x,4,経路[コールド媒体一括]0.42x｜業種[商社（機械・プラント・環境）]0.39x｜規模[2000-5000名]1.15x｜新卒採用[31-50名]1.41x｜競合ATS確認｜成約見込4.6%
デリア食品株式会社,03-5384-7700,,食品,100～300人未満,6～10名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,5.3%,0.42x,0.43x,1.12x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[食品]0.43x｜規模[100-300名]1.12x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込5.3%
スガツネ工業株式会社,03-3866-2268,saiyo@sugatsune.co.jp,金属製品,500～1千人未満,21～25名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,5,4.6%,0.42x,0.32x,1.30x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[金属製品]0.32x｜規模[500-1000名]1.30x｜新卒採用[21-30名]1.53x｜スタンダード提案｜成約見込4.6%
トヨタモビリティ東京株式会社,03-5439-1630,recruit@toyota-mobi-tokyo.co.jp,商社（自動車関連・輸送用機器）,5千～1万人未満,51～100名,89：リサイクル,コールド媒体一括,要注意(大),競合ATS確認,5,5.0%,0.42x,0.60x,0.89x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[商社（自動車関連・輸送用機器）]0.60x｜規模[5000-1万名]0.89x｜新卒採用[51-100名]1.32x｜競合ATS確認｜成約見込5.0%
ランドマーク税理士法人,03-6269-9996,saiyo@landmark-tax.or.jp,専門コンサルティング,100～300人未満,46～50名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,5.0%,0.42x,0.44x,1.12x,1.41x,4,経路[コールド媒体一括]0.42x｜業種[専門コンサルティング]0.44x｜規模[100-300名]1.12x｜新卒採用[31-50名]1.41x｜ミニマム/ミドル｜成約見込5.0%
株式会社LITALICO,03-5704-7357,,教育,1千～2千人未満,201～300名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,5,5.1%,0.42x,0.49x,1.30x,1.10x,4,経路[コールド媒体一括]0.42x｜業種[教育]0.49x｜規模[1000-2000名]1.30x｜新卒採用[101名+]1.10x｜スタンダード提案｜成約見込5.1%
株式会社MSTコーポレーション,0743-78-1184,saiyou@mst-corp.co.jp,機械,100～300人未満,11～15名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,4.6%,0.42x,0.37x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[機械]0.37x｜規模[100-300名]1.12x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込4.6%
日鉄ケミカル＆マテリアル株式会社,03-3510-0308,saiyou@ml.nscm.nipponsteel.com,鉄鋼,1千～2千人未満,26～30名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,5,4.5%,0.42x,0.32x,1.30x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[鉄鋼]0.32x｜規模[1000-2000名]1.30x｜新卒採用[21-30名]1.53x｜スタンダード提案｜成約見込4.5%
株式会社伊藤製鐵所,03-5829-4630,,鉄鋼,300～500人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,4.9%,0.42x,0.32x,1.41x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[鉄鋼]0.32x｜規模[300-500名]1.41x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込4.9%
株式会社ヒガシマル,099-273-3859,m-maeno@k-higashimaru.co.jp,食品,100～300人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,5.3%,0.42x,0.43x,1.12x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[食品]0.43x｜規模[100-300名]1.12x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込5.3%
株式会社ビッグツリーテクノロジー＆コンサルティング,03-6435-3400,recruit@bigtreetc.com,専門コンサルティング,100～300人未満,51～100名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,4.7%,0.42x,0.44x,1.12x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[専門コンサルティング]0.44x｜規模[100-300名]1.12x｜新卒採用[51-100名]1.32x｜ミニマム/ミドル｜成約見込4.7%
株式会社ベイブルック,092-731-9111,,専門店（アパレル・ファッション関連）,100～300人未満,6～10名,02：担当者未接触,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,5.4%,0.42x,0.43x,1.12x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[専門店（アパレル・ファッション関連）]0.43x｜規模[100-300名]1.12x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込5.4%
株式会社羽田エアポートエンタープライズ,03-5757-8660,hae-shinsotsu@jat-co.com,専門店（アパレル・ファッション関連）,500～1千人未満,51～100名,89：リサイクル,コールド媒体一括,有効(中堅上),スタンダード提案,5,5.3%,0.42x,0.43x,1.30x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[専門店（アパレル・ファッション関連）]0.43x｜規模[500-1000名]1.30x｜新卒採用[51-100名]1.32x｜スタンダード提案｜成約見込5.3%
株式会社INPEX,03-5572-0207,,ガス・エネルギー,1千～2千人未満,21～25名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,5,5.4%,0.42x,0.38x,1.30x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[ガス・エネルギー]0.38x｜規模[1000-2000名]1.30x｜新卒採用[21-30名]1.53x｜スタンダード提案｜成約見込5.4%
株式会社東京會舘,03-3215-2111,recruit@kaikan.co.jp,冠婚葬祭,500～1千人未満,46～50名,89：リサイクル,コールド媒体一括,有効(中堅上),スタンダード提案,5,5.2%,0.42x,0.39x,1.30x,1.41x,4,経路[コールド媒体一括]0.42x｜業種[冠婚葬祭]0.39x｜規模[500-1000名]1.30x｜新卒採用[31-50名]1.41x｜スタンダード提案｜成約見込5.2%
三光機工株式会社,075-681-2771,info@sankomt.co.jp,商社（機械・プラント・環境）,100～300人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,4.9%,0.42x,0.39x,1.12x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[商社（機械・プラント・環境）]0.39x｜規模[100-300名]1.12x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込4.9%
株式会社日立産機ドライブ・ソリューションズ,047-477-5300,umemoto-munetoshi@hitachi-ies.co.jp,シンクタンク・マーケティング・調査,500～1千人未満,11～15名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,5,4.6%,0.42x,0.33x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[シンクタンク・マーケティング・調査]0.33x｜規模[500-1000名]1.30x｜新卒採用[11-15名]1.52x｜スタンダード提案｜成約見込4.6%
株式会社日進製作所,0772-62-1111,recruit@nissin-mfg.co.jp,機械,500～1千人未満,6～10名,89：リサイクル,コールド媒体一括,有効(中堅上),スタンダード提案,5,5.4%,0.42x,0.37x,1.30x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[機械]0.37x｜規模[500-1000名]1.30x｜新卒採用[6-10名]1.55x｜スタンダード提案｜成約見込5.4%
株式会社日本ウィルテックソリューション,03-3270-1900,,専門コンサルティング,100～300人未満,26～30名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,5.4%,0.42x,0.44x,1.12x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[専門コンサルティング]0.44x｜規模[100-300名]1.12x｜新卒採用[21-30名]1.53x｜ミニマム/ミドル｜成約見込5.4%
株式会社東北日立,022-223-0152,,商社（機械・プラント・環境）,100～300人未満,16～20名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,4.8%,0.42x,0.39x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（機械・プラント・環境）]0.39x｜規模[100-300名]1.12x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込4.8%
株式会社日本フードリンク,025-282-7023,fdrecruit@j-foodrink.co.jp,給食・デリカ・フードビジネス,100～300人未満,16～20名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,5,5.4%,0.42x,0.45x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[給食・デリカ・フードビジネス]0.45x｜規模[100-300名]1.12x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込5.4%
